Title,Jurisdictions,Document type,Document file
"Women from Huasco and Others v. the Government of Chile, Ministry of Energy, Environment and Health",Chile>Court of Appeal of Copiapo,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220507_323-2021_appeal.pdf
FOCSIV and others v. FCA Italy (Stellantis NV),Italy>OECD National Contact Point,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211213_16722_na.pdf
FOCSIV and others v. FCA Italy (Stellantis NV),Italy>OECD National Contact Point,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211213_16722_na-2.pdf
FOCSIV and others v. FCA Italy (Stellantis NV),Italy>OECD National Contact Point,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220404_16722_press-release-1.pdf
Amis de la Terre and Sherpa v. Perenco,France>Court of Paris,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220309_16730_appeal.pdf
Mejillones Tourist Service Association and others with the Environmental Evaluation Service (SEA) of Antofagasta,Chile>Court of Appeal of Antofagasta|Chile>Supreme Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210915_Case-No-6930-2021-Case-No-71.628-2021_appeal.pdf
Mejillones Tourist Service Association and others with the Environmental Evaluation Service (SEA) of Antofagasta,Chile>Court of Appeal of Antofagasta|Chile>Supreme Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210909_Case-No-6930-2021-Case-No-71.628-2021_petition.pdf
Mejillones Tourist Service Association and others with the Environmental Evaluation Service (SEA) of Antofagasta,Chile>Court of Appeal of Antofagasta|Chile>Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220419_Case-No-6930-2021-Case-No-71.628-2021_judgment.pdf
Mejillones Tourist Service Association and others with the Environmental Evaluation Service (SEA) of Antofagasta,Chile>Court of Appeal of Antofagasta|Chile>Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210831_Case-No-6930-2021-Case-No-71.628-2021_decision.pdf
Sierra Club Canada Foundation et al. v. Minister of Environment and Climate Change Canada et al.,Canada>Federal Court>Supreme Court of Canada,application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220506_T-938-22_application.pdf
Sierra Club Canada Foundation et al. v. Minister of Environment and Climate Change Canada et al.,Canada>Federal Court>Supreme Court of Canada,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230616_T-938-22_judgment.pdf
Altius Royalty Corporation et al. v. Her Majesty the Queen in Right of Alberta et al.,Canada>Alberta Court of Appeal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210104_2022-ABQB-255_decision.pdf
Greenpeace Canada v. Shell Canada,Canada>Competition Bureau of Canada,nan,nan
Sierra Club of British Columbia Foundation v. Minister of Environment and Climate Change Strategy,Canada>British Columbia>Supreme Court,nan,nan
"Ecology Action Centre v. Nova Scotia (Environment), 2022 NSSC 104",Canada>Nova Scotia,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220413_2022-NSSC-104_decision.pdf
"Raincoast Conservation Foundation, et al. v. Attorney General of Canada, et al.",Canada>Federal Court>Supreme Court of Canada,nan,nan
In the matter of AGL Limited,"Australia>New South Wales>Supreme Court of New South Wales, Common Law Division",judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220512_202200114664-2022-NSWSC-576_judgment.pdf
Gaurav Bansal v. Union of India,India>National Green Tribunal,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150723_Application-No.-4982014_order.pdf
Indian Council for Enviro-Legal Action (ICELA) v. MoEF,India>National Green Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150315_Application-No.-170-of-2014_decision.pdf
Indian Council for Enviro-Legal Action (ICELA) v. MoEF,India>National Green Tribunal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20151210_Application-No.-170-of-2014_judgment.pdf
"S.S. Gölmarmara ve Çevresi Su Ürünleri Kooperatifi v. Republic of Türkiye Ministry of Agriculture and Forestry, Manisa Directorate of Provincial Agriculture and Forestry",Turkey>Administrative Court of Manisa,nan,nan
State ADI 0804739-62.2021.8.22.0000 (Jaci-Paraná Extractive Reserve and Guajará-Mirim State Park),Brazil>Court of the State of Rondônia,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211101_ADI-0804739-62.2021.8.22.0000_judgment-1.pdf
State ADI 0804739-62.2021.8.22.0000 (Jaci-Paraná Extractive Reserve and Guajará-Mirim State Park),Brazil>Court of the State of Rondônia,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_ADI-0804739-62.2021.8.22.0000_na-1.pdf
State ADI 0804739-62.2021.8.22.0000 (Jaci-Paraná Extractive Reserve and Guajará-Mirim State Park),Brazil>Court of the State of Rondônia,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210501_ADI-0804739-62.2021.8.22.0000_petition-1.pdf
Public Ministry of the State of Goiás v. Goiás State (State air quality control public policy),Brazil>Goias,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211001_5569834-31.2021.8.09.0051_petition.pdf
"Arayara Association of Education and Culture and others v. FUNAI, Copelmi Mineração Ltda. and FEPAM (Mina Guaíba Project and affected indigenous communities)",Brazil>Rio Grande do Sul>9th Federal Court of Rio Grande do Sul,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191001_5069057-47.2019.4.04.7100_petition.pdf
"Arayara Association of Education and Culture and others v. FUNAI, Copelmi Mineração Ltda. and FEPAM (Mina Guaíba Project and affected indigenous communities)",Brazil>Rio Grande do Sul>9th Federal Court of Rio Grande do Sul,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200201_5069057-47.2019.4.04.7100_decision.pdf
"Arayara Association of Education and Culture and others v. FUNAI, Copelmi Mineração Ltda. and FEPAM (Mina Guaíba Project and affected indigenous communities)",Brazil>Rio Grande do Sul>9th Federal Court of Rio Grande do Sul,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201101_5069057-47.2019.4.04.7100_appeal.pdf
"Arayara Association of Education and Culture and others v. FUNAI, Copelmi Mineração Ltda. and FEPAM (Mina Guaíba Project and affected indigenous communities)",Brazil>Rio Grande do Sul>9th Federal Court of Rio Grande do Sul,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201101_5069057-47.2019.4.04.7100_appeal-2.pdf
"Arayara Association of Education and Culture and others v. FUNAI, Copelmi Mineração Ltda. and FEPAM (Mina Guaíba Project and affected indigenous communities)",Brazil>Rio Grande do Sul>9th Federal Court of Rio Grande do Sul,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201101_5069057-47.2019.4.04.7100_appeal-3.pdf
"Arayara Association of Education and Culture and others v. FUNAI, Copelmi Mineração Ltda. and FEPAM (Mina Guaíba Project and affected indigenous communities)",Brazil>Rio Grande do Sul>9th Federal Court of Rio Grande do Sul,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220201_5069057-47.2019.4.04.7100_decision.pdf
"Lucas Martins and Paulo Henrique Nagelstein v. President of the Republic, President of the CNPE and the Federal Union (Reduction of the percentage of blending biodiesel in fossil diesel)",Brazil>Rio Grande do Sul,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210107_5000537-30.2022.4.04.7100_petition.pdf
"Lucas Martins and Paulo Henrique Nagelstein v. President of the Republic, President of the CNPE and the Federal Union (Reduction of the percentage of blending biodiesel in fossil diesel)",Brazil>Rio Grande do Sul,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220217_5000537-30.2022.4.04.7100_appeal.pdf
"Lucas Martins and Paulo Henrique Nagelstein v. President of the Republic, President of the CNPE and the Federal Union (Reduction of the percentage of blending biodiesel in fossil diesel)",Brazil>Rio Grande do Sul,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220411_5000537-30.2022.4.04.7100_decision.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211201_5012843-56.2021.4.04.7200_judgment.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_5012843-56.2021.4.04.7200_appeal.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_5012843-56.2021.4.04.7200_appeal-1.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_5012843-56.2021.4.04.7200_appeal-2.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_5012843-56.2021.4.04.7200_appeal-3.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210801_5012843-56.2021.4.04.7200_decision.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210701_5012843-56.2021.4.04.7200_appeal.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210601_5012843-56.2021.4.04.7200_decision.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210501_5012843-56.2021.4.04.7200_petition.pdf
NGO Costa Legal and others vs. Municipality of Florianópolis and others (Environmental governance for Lagoa da Conceição),Brazil>Santa Catarina (SC),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220301_5012843-56.2021.4.04.7200_decision.pdf
"Federal Public Ministry, SOS Mata Atlântica and ABRAMPA v. Federal Union (MMA Order 4.410/2020 and special legislation for the Atlantic Forest)",Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220418_ACP-no-1026950-48.2020.4.01.3400_petition.pdf
"Federal Public Ministry, SOS Mata Atlântica and ABRAMPA v. Federal Union (MMA Order 4.410/2020 and special legislation for the Atlantic Forest)",Brazil>Federal District,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210830_ACP-no-1026950-48.2020.4.01.3400_judgment.pdf
"Federal Public Ministry, SOS Mata Atlântica and ABRAMPA v. Federal Union (MMA Order 4.410/2020 and special legislation for the Atlantic Forest)",Brazil>Federal District,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200801_ACP-no-1026950-48.2020.4.01.3400_decision.pdf
"Federal Public Ministry, SOS Mata Atlântica and ABRAMPA v. Federal Union (MMA Order 4.410/2020 and special legislation for the Atlantic Forest)",Brazil>Federal District,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200805_ACP-no-1026950-48.2020.4.01.3400_decision.pdf
"Federal Public Ministry, SOS Mata Atlântica and ABRAMPA v. Federal Union (MMA Order 4.410/2020 and special legislation for the Atlantic Forest)",Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200506_ACP-no-1026950-48.2020.4.01.3400_petition.pdf
Mahendra Pandey v. Union of India,India>National Green Tribunal,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160901_Application-No.-4702016_complaint.pdf
Mahendra Pandey v. Union of India,India>National Green Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190102_Application-No.-4702016_decision.pdf
Mahendra Pandey v. Union of India,India>National Green Tribunal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190108_Application-No.-4702016_judgment.pdf
Hindustan Zinc Ltd. v. Rajasthan Electricity Regulatory Commission,India>Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150513_Civil-Appeal-No.-4417-of-2015-2015-12-SCC-611_judgment.pdf
Rajiv Dutta v. Union of India,India>National Green Tribunal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170803_17016_judgment.pdf
Society for Protection of Environment &amp; Biodiversity v. Union of India,India>National Green Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171208_Application-No.-677of-2016-M.A.-No.-148-of-2017_decision.pdf
Sukhdev Vihar Welfare Residents Association v. Union of India,India>National Green Tribunal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170202_Application-of-2013-M.A.-NO.-19-OF-2014_judgment-1.pdf
Carbonext Tecnologia em Soluções Ambientais Ltda. v. Amazon Imóveis (Voluntary Carbon Market),Brazil>Sao Paulo>44a Vara Civel,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210702_1072768-63.2021.8.26.0100_petition.pdf
Carbonext Tecnologia em Soluções Ambientais Ltda. v. Amazon Imóveis (Voluntary Carbon Market),Brazil>Sao Paulo>44a Vara Civel,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210701_1072768-63.2021.8.26.0100_decision.pdf
Carbonext Tecnologia em Soluções Ambientais Ltda. v. Amazon Imóveis (Voluntary Carbon Market),Brazil>Sao Paulo>44a Vara Civel,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221001_1072768-63.2021.8.26.0100_decision.pdf
Federal Public Ministry v. Ricardo Salles and the Federal Government (Administrative Misconduct Action),Brazil>Federal District,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210201_1037665-52.2020.4.01.3400_appeal.pdf
Federal Public Ministry v. Ricardo Salles and the Federal Government (Administrative Misconduct Action),Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200701_1037665-52.2020.4.01.3400_petition.pdf
"Fabiano Contarato, Randolph Rodrigues and Joenia Batista vs. Ricardo Salles (Report Ricardo Salles for crime of responsibility)",Brazil>Federal Supreme Court|Brazil>Federal District,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210801_8351_decision.pdf
"Fabiano Contarato, Randolph Rodrigues and Joenia Batista vs. Ricardo Salles (Report Ricardo Salles for crime of responsibility)",Brazil>Federal Supreme Court|Brazil>Federal District,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191001_8351_decision.pdf
"Fabiano Contarato, Randolph Rodrigues and Joenia Batista vs. Ricardo Salles (Report Ricardo Salles for crime of responsibility)",Brazil>Federal Supreme Court|Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190827_8351_petition.pdf
Flexpetro Distribuidora de Derivados de Petróleo Ltda. v. ANP and Federal Union (Acquisition of CBios),Brazil>Paraná (PR),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220101_ProcedCom-5057055-20.2020.4.04.7000_decision-1.pdf
Flexpetro Distribuidora de Derivados de Petróleo Ltda. v. ANP and Federal Union (Acquisition of CBios),Brazil>Paraná (PR),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210301_ProcedCom-5057055-20.2020.4.04.7000_appeal-1.pdf
Flexpetro Distribuidora de Derivados de Petróleo Ltda. v. ANP and Federal Union (Acquisition of CBios),Brazil>Paraná (PR),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210301_ProcedCom-5057055-20.2020.4.04.7000_judgment-2.pdf
Flexpetro Distribuidora de Derivados de Petróleo Ltda. v. ANP and Federal Union (Acquisition of CBios),Brazil>Paraná (PR),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210301_ProcedCom-5057055-20.2020.4.04.7000_judgment.pdf
Flexpetro Distribuidora de Derivados de Petróleo Ltda. v. ANP and Federal Union (Acquisition of CBios),Brazil>Paraná (PR),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201204_ProcedCom-5057055-20.2020.4.04.7000_decision-1.pdf
Flexpetro Distribuidora de Derivados de Petróleo Ltda. v. ANP and Federal Union (Acquisition of CBios),Brazil>Paraná (PR),petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201026_ProcedCom-5057055-20.2020.4.04.7000_petition-1.pdf
Biostratum Distribuidora de Combustíveis SA v. Federal Union (Acquisition of CBios),Brazil>Paraná (PR),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210801_5054992-22.2020.4.04.7000_decision.pdf
Biostratum Distribuidora de Combustíveis SA v. Federal Union (Acquisition of CBios),Brazil>Paraná (PR),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210301_5054992-22.2020.4.04.7000_appeal.pdf
Biostratum Distribuidora de Combustíveis SA v. Federal Union (Acquisition of CBios),Brazil>Paraná (PR),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201101_5054992-22.2020.4.04.7000_decision.pdf
Biostratum Distribuidora de Combustíveis SA v. Federal Union (Acquisition of CBios),Brazil>Paraná (PR),petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201026_5054992-22.2020.4.04.7000_petition.pdf
"ISA, ABRAMPA and Greenpeace v. Brazil",Brazil>Amazonas>7th Federal Environmental and Agrarian Court of the Judiciary Section of Amazonas,nan,nan
Public Ministry of the State of Rio Grande do Sul vs. State of Rio Grande do Sul and FEPAM (Carbochemical Complex),Brazil>Rio Grande do Sul>Court of Justice of the State of Rio Grande do Sul (TJRS),petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190901_9065931-65.2019.8.21.0001-and-5091523-82.2019.8.21.0001_petition.pdf
ABRAGET vs. State of Rio de Janeiro (Decree on Energy Compensation Mechanism),Brazil>Rio de Janeiro,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130813_0282326-74.2013.8.19.0001_petition.pdf
ABRAGET vs. State of Rio de Janeiro (Decree on Energy Compensation Mechanism),Brazil>Rio de Janeiro,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20131101_0282326-74.2013.8.19.0001_appeal.pdf
ABRAGET vs. State of Rio de Janeiro (Decree on Energy Compensation Mechanism),Brazil>Rio de Janeiro,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150301_0282326-74.2013.8.19.0001_decision.pdf
ABRAGET vs. State of Rio de Janeiro (Decree on Energy Compensation Mechanism),Brazil>Rio de Janeiro,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170201_0282326-74.2013.8.19.0001_judgment.pdf
ABRAGET vs. State of Rio de Janeiro (Decree on Energy Compensation Mechanism),Brazil>Rio de Janeiro,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170901_0282326-74.2013.8.19.0001_judgment.pdf
ABRAGET vs. State of Rio de Janeiro (Decree on Energy Compensation Mechanism),Brazil>Rio de Janeiro,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180801_0282326-74.2013.8.19.0001_judgment.pdf
ADPF 746 (Fires in the Pantanal and the Amazon Forest),Brazil>Federal Supreme Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200901_ADPF-746_petition.pdf
Conectas Direitos Humanos v. BNDES and BNDESPAR,Brazil>Federal District>9th Federal Civil Court of the Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220621_1038657-42.2022.4.01.3400_petition.pdf
Conectas Direitos Humanos v. BNDES and BNDESPAR,Brazil>Federal District>9th Federal Civil Court of the Federal District,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220622_1038657-42.2022.4.01.3400_press-release.pdf
Conectas Direitos Humanos v. BNDES and BNDESPAR,Brazil>Federal District>9th Federal Civil Court of the Federal District,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220622_1038657-42.2022.4.01.3400_reply.pdf
Conectas Direitos Humanos v. BNDES and BNDESPAR,Brazil>Federal District>9th Federal Civil Court of the Federal District,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230619_1038657-42.2022.4.01.3400_reply.pdf
Federal Public Ministry vs. Federal Union and others ( hotspotsdeforestation in the Amazon),Brazil>Amazonas,nan,nan
ADI 6932 (Eletrobras Privatization),Brazil>Federal Supreme Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210715_6932_petition.pdf
Federal Public Ministry vs. Federal Union (Zoning of Sugar Cane),Brazil>Amazonas>7th Federal Environmental and Agrarian Court of the Judiciary Section of Amazonas,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191212_1016202-09.2019.4.01.3200_petition.pdf
Federal Public Ministry vs. Federal Union (Zoning of Sugar Cane),Brazil>Amazonas>7th Federal Environmental and Agrarian Court of the Judiciary Section of Amazonas,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200229_1016202-09.2019.4.01.3200_reply.pdf
Federal Public Ministry vs. Federal Union (Zoning of Sugar Cane),Brazil>Amazonas>7th Federal Environmental and Agrarian Court of the Judiciary Section of Amazonas,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200420_1016202-09.2019.4.01.3200_decision.pdf
"Federal Public Ministry vs. State of São Paulo, CETESB and IBAMA (Sugar Cane Straw Burning)",Brazil>Sao Paulo,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5008327-46.2017.4.03.6105_decision-2.pdf
"Federal Public Ministry vs. State of São Paulo, CETESB and IBAMA (Sugar Cane Straw Burning)",Brazil>Sao Paulo,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5008327-46.2017.4.03.6105_decision.pdf
"Federal Public Ministry vs. State of São Paulo, CETESB and IBAMA (Sugar Cane Straw Burning)",Brazil>Sao Paulo,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5008327-46.2017.4.03.6105_na-3.pdf
"Federal Public Ministry vs. State of São Paulo, CETESB and IBAMA (Sugar Cane Straw Burning)",Brazil>Sao Paulo,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5008327-46.2017.4.03.6105_na.pdf
"Federal Public Ministry vs. State of São Paulo, CETESB and IBAMA (Sugar Cane Straw Burning)",Brazil>Sao Paulo,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5008327-46.2017.4.03.6105_na-1.pdf
"Federal Public Ministry vs. State of São Paulo, CETESB and IBAMA (Sugar Cane Straw Burning)",Brazil>Sao Paulo,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5008327-46.2017.4.03.6105_petition-1.pdf
Clara Leonel Ramos and others vs. State of São Paulo and others (Families for the Climate and Fridays for Future question IncentivAuto Program),Brazil>Sao Paulo,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231025_Acao-Popular-1068508-84.2021.8.26.0053_reply-2.pdf
Clara Leonel Ramos and others vs. State of São Paulo and others (Families for the Climate and Fridays for Future question IncentivAuto Program),Brazil>Sao Paulo,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231025_Acao-Popular-1068508-84.2021.8.26.0053_reply.pdf
Clara Leonel Ramos and others vs. State of São Paulo and others (Families for the Climate and Fridays for Future question IncentivAuto Program),Brazil>Sao Paulo,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231025_Acao-Popular-1068508-84.2021.8.26.0053_decision-2.pdf
Clara Leonel Ramos and others vs. State of São Paulo and others (Families for the Climate and Fridays for Future question IncentivAuto Program),Brazil>Sao Paulo,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231025_Acao-Popular-1068508-84.2021.8.26.0053_decision.pdf
BRASILCOM vs. Minister of Mines and Energy (Writ of Mandamus and CBios),,,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//27093_-3.pdf
BRASILCOM vs. Minister of Mines and Energy (Writ of Mandamus and CBios),,,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//27093_.pdf
BRASILCOM vs. Minister of Mines and Energy (Writ of Mandamus and CBios),,,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//27093_-1.pdf
BRASILCOM vs. Minister of Mines and Energy (Writ of Mandamus and CBios),,,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//27093_-2.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_decision-3.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_decision.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_na-3.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_na.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_na-1.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_decision-1.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_petition-2.pdf
AGAPAN and others vs. IBAMA and others (Construction of the Nova Seival Thermoelectric Power Plant),Brazil>Rio Grande do Sul,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//5030786-95.2021.4.04.7100_petition.pdf
Rede Sustentabilidade vs. National Environment Council (ADPF 749 on CONAMA Resolutions),Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201002_ADPF-749-747-and-748_petition-1.pdf
Rede Sustentabilidade vs. National Environment Council (ADPF 749 on CONAMA Resolutions),Brazil>Federal District,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201130_ADPF-749-747-and-748_judgment-1.pdf
Rede Sustentabilidade vs. National Environment Council (ADPF 749 on CONAMA Resolutions),Brazil>Federal District,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211214_ADPF-749-747-and-748_judgment.pdf
Federal Public Ministry and INCRA vs. Dauro Parreira de Rezende (Deforestation and weather damage),,,https://climatecasechart.com/wp-content/uploads/non-us-case-documents//17207_.pdf
